database;schema;table;column;data_type
core;public;venetoclaxProject_data;kreatinin;integer
core;public;venetoclaxProject_data;urat;double precision
core;public;venetoclaxProject_data;alat;double precision
core;public;venetoclaxProject_data;basiskphos;integer
core;public;venetoclaxProject_data;billirubin;double precision
core;public;venetoclaxProject_data;crp;double precision
core;public;venetoclaxProject_data;beta2;double precision
core;public;venetoclaxProject_data;igg;double precision
core;public;venetoclaxProject_data;igm;double precision
core;public;venetoclaxProject_data;iga;double precision
core;public;venetoclaxProject_data;cmv_igm;integer
core;public;venetoclaxProject_data;cmv_pcr;integer
core;public;venetoclaxProject_data;ebv_igm;integer
core;public;venetoclaxProject_data;ebv_pcr;integer
core;public;venetoclaxProject_data;hbv_surface;integer
core;public;venetoclaxProject_data;hbv_core;integer
core;public;venetoclaxProject_data;hcv;integer
core;public;venetoclaxProject_data;blodprver_baseline_complete;integer
core;public;venetoclaxProject_data;fish___1;integer
core;public;venetoclaxProject_data;fish___2;integer
core;public;venetoclaxProject_data;fish___3;integer
core;public;venetoclaxProject_data;fish___4;integer
core;public;venetoclaxProject_data;fish___5;integer
core;public;venetoclaxProject_data;fish___6;integer
core;public;venetoclaxProject_data;fish___7;integer
core;public;venetoclaxProject_data;tp53;integer
core;public;venetoclaxProject_data;tp53del17;integer
core;public;venetoclaxProject_data;ighv___1;integer
core;public;venetoclaxProject_data;ighv___2;integer
core;public;venetoclaxProject_data;ighv___3;integer
core;public;venetoclaxProject_data;ighv___4;integer
core;public;venetoclaxProject_data;molekylre_analyser_baseline_complete;integer
core;public;venetoclaxProject_data;knoglemarvsinfiltration;integer
core;public;venetoclaxProject_data;infiltrationsgrad_procent;integer
core;public;venetoclaxProject_data;infiltrationstype___1;integer
core;public;venetoclaxProject_data;infiltrationstype___2;integer
core;public;venetoclaxProject_data;infiltrationstype___3;integer
core;public;venetoclaxProject_data;infiltrationstype___4;integer
core;public;venetoclaxProject_data;lymfeknudebiopsi;integer
core;public;venetoclaxProject_data;patodiagnose___1;integer
core;public;venetoclaxProject_data;patodiagnose___2;integer
core;public;venetoclaxProject_data;patodiagnose___3;integer
core;public;venetoclaxProject_data;patodiagnose___4;integer
core;public;venetoclaxProject_data;patologisvar_baseline_complete;integer
core;public;venetoclaxProject_data;scan_ct;integer
core;public;venetoclaxProject_data;scan_mr;integer
core;public;venetoclaxProject_data;scan_ul;integer
core;public;venetoclaxProject_data;scan_pet;integer
core;public;venetoclaxProject_data;billeddiagnostik_baseline_complete;integer
core;public;venetoclaxProject_data;linesoftherapy;integer
core;public;venetoclaxProject_data;behandlind___1;integer
core;public;venetoclaxProject_data;behandlind___2;integer
core;public;venetoclaxProject_data;behandlind___3;integer
core;public;venetoclaxProject_data;behandlind___4;integer
core;public;venetoclaxProject_data;behandlind___5;integer
core;public;venetoclaxProject_data;behandlind___6;integer
core;public;venetoclaxProject_data;andenbehandling;text
core;public;venetoclaxProject_data;venetoclax_beh_start;text
core;public;venetoclaxProject_data;nuv_behandling;integer
core;public;venetoclaxProject_data;slutdato_venetoclax;text
core;public;venetoclaxProject_data;behandlingsprotokol;integer
core;public;venetoclaxProject_data;tidl_behandling;integer
core;public;venetoclaxProject_data;linje1;text
core;public;venetoclaxProject_data;antal_serier_linje1;text
core;public;venetoclaxProject_data;linje_2;text
core;public;venetoclaxProject_data;antal_serier_linje2;text
core;public;venetoclaxProject_data;linje3;text
core;public;venetoclaxProject_data;antal_serier_linje3;integer
core;public;venetoclaxProject_data;murano;integer
core;public;venetoclaxProject_data;behandling_baseline_complete;integer
core;public;venetoclaxProject_data;afvigelser_rampup;integer
core;public;venetoclaxProject_data;aarsag_afvigelse;text
core;public;venetoclaxProject_data;indlaeggelse;integer
core;public;venetoclaxProject_data;dosis_tox___1;integer
core;public;venetoclaxProject_data;dosis_tox___2;integer
core;public;venetoclaxProject_data;dosis_tox___3;integer
core;public;venetoclaxProject_data;dosis_tox___4;integer
core;public;venetoclaxProject_data;dosis_tox___5;integer
core;public;venetoclaxProject_data;dosis_tox___6;integer
core;public;venetoclaxProject_data;dosis_tox___7;integer
core;public;venetoclaxProject_data;dosis_tox___8;integer
core;public;venetoclaxProject_data;dosis_tox___9;integer
core;public;venetoclaxProject_data;dosis_tox___10;integer
core;public;venetoclaxProject_data;dosis_tox___11;integer
core;public;venetoclaxProject_data;dosis_tox___12;integer
core;public;venetoclaxProject_data;dosis_tox___13;integer
core;public;venetoclaxProject_data;dosis_tox___14;integer
core;public;venetoclaxProject_data;dosis_tox___15;integer
core;public;venetoclaxProject_data;dosis_tox___16;integer
core;public;venetoclaxProject_data;maxdosis;integer
core;public;venetoclaxProject_data;start_til_max;integer
core;public;venetoclaxProject_data;dosis_under_rampup_complete;integer
core;public;venetoclaxProject_data;tls_profylakse___0;integer
core;public;venetoclaxProject_data;tls_profylakse___1;integer
core;public;venetoclaxProject_data;tls_profylakse___2;integer
core;public;venetoclaxProject_data;tls_profylakse___3;integer
core;public;venetoclaxProject_data;tls_grad;integer
core;public;venetoclaxProject_data;pneumoni;integer
core;public;venetoclaxProject_data;infektion_luftveje;integer
core;public;venetoclaxProject_data;sepsis;integer
core;public;venetoclaxProject_data;uvi;integer
core;public;venetoclaxProject_data;febrilneutro;integer
core;public;venetoclaxProject_data;anemi;integer
core;public;venetoclaxProject_data;neutropeni;integer
core;public;venetoclaxProject_data;thrombopeni;integer
core;public;venetoclaxProject_data;diarr;integer
core;public;venetoclaxProject_data;kvalme;integer
core;public;venetoclaxProject_data;tls_0_5;integer
core;public;venetoclaxProject_data;traethed;integer
core;public;venetoclaxProject_data;hovedpine;integer
core;public;venetoclaxProject_data;hovedpine_05;integer
core;public;venetoclaxProject_data;hypotension;integer
core;public;venetoclaxProject_data;bloedning;integer
core;public;venetoclaxProject_data;atralgi;integer
core;public;venetoclaxProject_data;g_csf;integer
core;public;venetoclaxProject_data;antibio_profylakse;integer
core;public;venetoclaxProject_data;antibiotikatype;text
core;public;venetoclaxProject_data;tls_tid6_natrium;integer
core;public;venetoclaxProject_data;tls_tid12_natrium;integer
core;public;venetoclaxProject_data;tls_tid24_natrium;integer
core;public;venetoclaxProject_data;tls_tid6_kalium;double precision
core;public;venetoclaxProject_data;tls_tid12_kalium;double precision
core;public;venetoclaxProject_data;tls_tid24_kalium;double precision
core;public;venetoclaxProject_data;tls_tid6_fosfat;double precision
core;public;venetoclaxProject_data;tls_tid12_fosfat;double precision
core;public;venetoclaxProject_data;tls_tid24_fosfat;double precision
core;public;venetoclaxProject_data;tls_tid6_calcium;double precision
core;public;venetoclaxProject_data;tls_tid12_calcium;double precision
core;public;venetoclaxProject_data;tls_tid24_calcium;double precision
core;public;venetoclaxProject_data;tls_tid6_kreatinin;integer
core;public;venetoclaxProject_data;tls_tid12_kreatinin;integer
core;public;venetoclaxProject_data;tls_tid24_kreatinin;integer
core;public;venetoclaxProject_data;tls_tid6_urat;double precision
core;public;venetoclaxProject_data;tls_tid12_urat;double precision
core;public;venetoclaxProject_data;tls_tid24_urat;double precision
core;public;venetoclaxProject_data;tls_og_toxicitet_under_rampup_complete;integer
core;public;venetoclaxProject_data;afvigelser_venetoclax;integer
core;public;venetoclaxProject_data;aarsag_dosisred;text
core;public;venetoclaxProject_data;red_steadystate;integer
core;public;venetoclaxProject_data;aar_venetoclax;integer
core;public;venetoclaxProject_data;aarsag_seponering___0;integer
core;public;venetoclaxProject_data;aarsag_seponering___1;integer
core;public;venetoclaxProject_data;aarsag_seponering___2;integer
core;public;venetoclaxProject_data;aarsag_seponering___3;integer
core;public;venetoclaxProject_data;aarsag_seponering___4;integer
core;public;venetoclaxProject_data;behand_varighed;integer
core;public;venetoclaxProject_data;followup;integer
core;public;venetoclaxProject_data;followup_dato;text
core;public;venetoclaxProject_data;ny_beha;integer
core;public;venetoclaxProject_data;nyt_regime;text
core;public;venetoclaxProject_data;dato_nybehandling;text
core;public;venetoclaxProject_data;tidtilfollowup;integer
core;public;venetoclaxProject_data;dosis_og_behandling_efter_rampup_complete;integer
core;public;venetoclaxProject_data;respons_efterrampup;integer
core;public;venetoclaxProject_data;progression;integer
core;public;venetoclaxProject_data;dato_prog;text
core;public;venetoclaxProject_data;mors;integer
core;public;venetoclaxProject_data;dato_mors;text
core;public;venetoclaxProject_data;doedsaarsag;text
core;public;venetoclaxProject_data;cllmors___1;integer
core;public;venetoclaxProject_data;progressiontype___1;integer
core;public;venetoclaxProject_data;progressiontype___2;integer
core;public;venetoclaxProject_data;progressiontype___3;integer
core;public;venetoclaxProject_data;progressiontype___4;integer
core;public;venetoclaxProject_data;progressiontype___5;integer
core;public;venetoclaxProject_data;progressiontype___6;integer
core;public;venetoclaxProject_data;behandlingseffekt_efter_rampup_complete;integer
core;public;venetoclaxProject_data;vaccineret;integer
core;public;venetoclaxProject_data;vaccinetype___0;integer
core;public;venetoclaxProject_data;vaccinetype___1;integer
core;public;venetoclaxProject_data;vaccinetype___2;integer
core;public;venetoclaxProject_data;vaccinetype___3;integer
core;public;venetoclaxProject_data;antalvacciner;integer
core;public;venetoclaxProject_data;tidl_covid;integer
core;public;venetoclaxProject_data;covid_under_behand;integer
core;public;venetoclaxProject_data;dato_covid;text
core;public;venetoclaxProject_data;behandling_covid___0;integer
core;public;venetoclaxProject_data;behandling_covid___1;integer
core;public;venetoclaxProject_data;behandling_covid___2;integer
core;public;venetoclaxProject_data;behandling_covid___3;integer
core;public;venetoclaxProject_data;behandling_covid___4;integer
core;public;venetoclaxProject_data;behandling_covid___5;integer
core;public;venetoclaxProject_data;behandling_covid___6;integer
core;public;venetoclaxProject_data;behandling_covid___7;integer
core;public;venetoclaxProject_data;svaerhed_covid___0;integer
core;public;venetoclaxProject_data;svaerhed_covid___1;integer
core;public;venetoclaxProject_data;svaerhed_covid___2;integer
core;public;venetoclaxProject_data;svaerhed_covid___3;integer
core;public;venetoclaxProject_data;antistof_covid;integer
core;public;venetoclaxProject_data;dato_antistof;text
core;public;venetoclaxProject_data;antistof_maengde;text
core;public;venetoclaxProject_data;covid_complete;integer
core;public;venetoclaxProject_data;lungeryger___1;integer
core;public;venetoclaxProject_data;diabetesnyre___1;integer
core;public;venetoclaxProject_data;diabetes;integer
core;public;venetoclaxProject_data;bmi;text
core;public;venetoclaxProject_data;ryger;integer
core;public;venetoclaxProject_data;hjertesygdom;integer
core;public;venetoclaxProject_data;lungesygdom;integer
core;public;venetoclaxProject_data;nyresygdom;integer
core;public;venetoclaxProject_data;sekundaer_infekti;integer
core;public;venetoclaxProject_data;infektionstype;text
core;public;venetoclaxProject_data;mikro_sek_infektion;integer
core;public;venetoclaxProject_data;dyrkning;text
core;public;venetoclaxProject_data;covid_hospi;integer
core;public;venetoclaxProject_data;behand_hospi_covid___0;integer
core;public;venetoclaxProject_data;behand_hospi_covid___1;integer
core;public;venetoclaxProject_data;behand_hospi_covid___2;integer
core;public;venetoclaxProject_data;behand_hospi_covid___3;integer
core;public;venetoclaxProject_data;behand_hospi_covid___4;integer
core;public;venetoclaxProject_data;behand_hospi_covid___5;integer
core;public;venetoclaxProject_data;covid_mors;integer
core;public;venetoclaxProject_data;covid_doed;text
core;public;venetoclaxProject_data;omicron;integer
core;public;venetoclaxProject_data;covid_comorbiditet_complete;integer
core;public;venetoclaxProject_data;covid_efter;integer
core;public;venetoclaxProject_data;covid_efter_dato;text
core;public;venetoclaxProject_data;behandling_covid2___0;integer
core;public;venetoclaxProject_data;behandling_covid2___1;integer
core;public;venetoclaxProject_data;behandling_covid2___2;integer
core;public;venetoclaxProject_data;behandling_covid2___3;integer
core;public;venetoclaxProject_data;behandling_covid2___4;integer
core;public;venetoclaxProject_data;behandling_covid2___5;integer
core;public;venetoclaxProject_data;behandling_covid2___6;integer
core;public;venetoclaxProject_data;behandling_covid2___7;integer
core;public;venetoclaxProject_data;behandling_covid2___8;integer
core;public;venetoclaxProject_data;svaerhed_covid2___0;integer
core;public;venetoclaxProject_data;svaerhed_covid2___1;integer
core;public;venetoclaxProject_data;svaerhed_covid2___2;integer
core;public;venetoclaxProject_data;svaerhed_covid2___3;integer
core;public;venetoclaxProject_data;antistof_cov2;integer
core;public;venetoclaxProject_data;anstistof_dato_2;text
core;public;venetoclaxProject_data;antistofmaengde_2;integer
core;public;venetoclaxProject_data;sek_infek;integer
core;public;venetoclaxProject_data;dyrk_fund;text
core;public;venetoclaxProject_data;a_b_covid;integer
core;public;venetoclaxProject_data;type_a_b_covid;text
core;public;venetoclaxProject_data;crp_covid;double precision
core;public;venetoclaxProject_data;reaktivering;integer
core;public;venetoclaxProject_data;infek_type___0;integer
core;public;venetoclaxProject_data;infek_type___1;integer
core;public;venetoclaxProject_data;infek_type___2;integer
core;public;venetoclaxProject_data;infek_type___3;integer
core;public;venetoclaxProject_data;infek_type___4;integer
core;public;venetoclaxProject_data;infek_type___5;integer
core;public;venetoclaxProject_data;infek_type___6;integer
core;public;venetoclaxProject_data;infek_type___7;integer
core;public;venetoclaxProject_data;antibiotika;integer
core;public;venetoclaxProject_data;antibiotika_type___0;integer
core;public;venetoclaxProject_data;antibiotika_type___1;integer
core;public;venetoclaxProject_data;antibiotika_type___2;integer
core;public;venetoclaxProject_data;antibiotika_type___3;integer
core;public;venetoclaxProject_data;antibiotika_type___4;integer
core;public;venetoclaxProject_data;antibiotika_type___5;integer
core;public;venetoclaxProject_data;antibiotika_type___6;integer
core;public;venetoclaxProject_data;antibiotika_type___7;integer
core;public;venetoclaxProject_data;antistof_inden;integer
core;public;venetoclaxProject_data;startven_poscovid;integer
core;public;venetoclaxProject_data;slutven_poscov;integer
core;public;venetoclaxProject_data;alle_covid;integer
core;public;venetoclaxProject_data;subtype;text
core;public;venetoclaxProject_data;deltaomicron;integer
core;public;venetoclaxProject_data;opflgende_data_complete;integer
core;public;venetoclaxProject_data;aes___1;integer
core;public;venetoclaxProject_data;aes___2;integer
core;public;venetoclaxProject_data;aes___3;integer
core;public;venetoclaxProject_data;aes___4;integer
core;public;venetoclaxProject_data;aes___5;integer
core;public;venetoclaxProject_data;aes___6;integer
core;public;venetoclaxProject_data;aes___7;integer
core;public;venetoclaxProject_data;aes___8;integer
core;public;venetoclaxProject_data;aes___9;integer
core;public;venetoclaxProject_data;aes___10;integer
core;public;venetoclaxProject_data;aes___11;integer
core;public;venetoclaxProject_data;aes___12;integer
core;public;venetoclaxProject_data;aes___13;integer
core;public;venetoclaxProject_data;aes___14;integer
core;public;venetoclaxProject_data;aes___15;integer
core;public;venetoclaxProject_data;aes___16;integer
core;public;venetoclaxProject_data;aes___17;integer
core;public;venetoclaxProject_data;toxicity_complete;integer
core;public;view_codes2persimune;AnalysisCode;text
core;public;view_codes2persimune;analysisgroup;text
core;public;view_diagnoses_all_distinct;patientid;integer
core;public;view_diagnoses_all_distinct;date_diagnosis;date
core;public;view_diagnoses_all_distinct;diagnosis;text
core;public;view_first_npu_after_diag_date_in_rkkp;patientid;integer
core;public;view_first_npu_after_diag_date_in_rkkp;date_diagnosis;date
core;public;view_first_npu_after_diag_date_in_rkkp;lymphoma_subtype;text
core;public;view_first_npu_after_diag_date_in_rkkp;samplingdate;date
core;public;view_first_npu_after_diag_date_in_rkkp;analysiscode;text
core;public;view_first_npu_after_diag_date_in_rkkp;value;text
core;public;view_first_npu_after_diag_date_in_rkkp;unit;text
core;public;view_first_npu_after_diag_date_in_rkkp;day_difference;integer
import;_lookup_tables;CODES_NPU;Alf. R<e6>kkef<f8>lge;integer
import;_lookup_tables;CODES_NPU;Bem<e6>rk dato;text
import;_lookup_tables;CODES_NPU;Bem<e6>rk Indh.;text
import;_lookup_tables;CODES_NPU;Opret dato;integer
import;_lookup_tables;CODES_NPU;IUPAC koder;text
import;_lookup_tables;CODES_NPU;Kort definition;text
import;_lookup_tables;CODES_NPU;System;text
import;_lookup_tables;CODES_NPU;Sys-spec.;text
import;_lookup_tables;CODES_NPU;Pr<e6>fiks;text
import;_lookup_tables;CODES_NPU;Komp.;text
import;_lookup_tables;CODES_NPU;Komp-spec.;text
import;_lookup_tables;CODES_NPU;Egenskabsart;text
import;_lookup_tables;CODES_NPU;proc.;text
import;_lookup_tables;CODES_NPU;Enhed;text
import;_lookup_tables;CODES_NPU;Speciale;text
import;_lookup_tables;CODES_NPU;Sub-speciale;text
import;_lookup_tables;CODES_NPU;Art;text
import;_lookup_tables;CODES_NPU;IUPAC kodev<e6>rdi;integer
import;_lookup_tables;CODES_NPU;Kontekstafh<e6>ngig;text
import;_lookup_tables;CODES_NPU;Skalatype;text
import;_lookup_tables;CODES_NPU;Regel;text
import;_lookup_tables;CODES_NPU;Aktiv;integer
import;_lookup_tables;CODES_NPU;NPU;text
import;_lookup_tables;CODES_NPU;NAME_ID;text
import;_lookup_tables;CODES_NPU2PERSIMUNE;AnalysisCode;text
import;_lookup_tables;CODES_NPU2PERSIMUNE;analysisgroup;text
import;_lookup_tables;CODES_SOR_list;Enhedsnavn;text
import;_lookup_tables;CODES_SOR_list;Enhedstype;text
import;_lookup_tables;CODES_SOR_list;Organisatorisk niveau;bigint
import;_lookup_tables;CODES_SOR_list;Navn org. niveau;text
import;_lookup_tables;CODES_SOR_list;SOR-type;text
import;_lookup_tables;CODES_SOR_list;Gaeldende_fra_dato;text
import;_lookup_tables;CODES_SOR_list;Ophoert_dato;text
import;_lookup_tables;CODES_SOR_list;Sidst_aendret_dato;text
import;_lookup_tables;CODES_SOR_list;SghAfd-kode;text
import;_lookup_tables;CODES_SOR_list;SOR-kode;bigint
import;_lookup_tables;CODES_SOR_list;Parent-SOR-kode;bigint
import;_lookup_tables;CODES_SOR_list;Institutionsejer;text
import;_lookup_tables;CODES_SOR_list;Sundhedsinstitution;text
import;_lookup_tables;CODES_SOR_list;Ydernummer;integer
import;_lookup_tables;CODES_SOR_list;Lokalkode;text
import;_lookup_tables;CODES_SOR_list;Telefon;text
import;_lookup_tables;CODES_SOR_list;Fax;text
import;_lookup_tables;CODES_SOR_list;E-mail;text
import;_lookup_tables;CODES_SOR_list;Hjemmeside;text
import;_lookup_tables;CODES_SOR_list;Lokationsnummer;bigint
import;_lookup_tables;CODES_SOR_list;Region;text
import;_lookup_tables;CODES_SOR_list;EDB-system;text
import;_lookup_tables;CODES_SOR_list;Systemleverandoer;text
import;_lookup_tables;CODES_SOR_list;Netoperatoer;text
import;_lookup_tables;CODES_SOR_list;Nedarvningsstatus;text
import;_lookup_tables;CODES_SOR_list;Lokationsnummerstatus;text
import;_lookup_tables;CODES_SOR_list;Lokalattribut1;text
import;_lookup_tables;CODES_SOR_list;Lokalattribut2;text
import;_lookup_tables;CODES_SOR_list;Lokalattribut3;text
import;_lookup_tables;CODES_SOR_list;Lokalattribut4;text
import;_lookup_tables;CODES_SOR_list;Lokalattribut5;text
import;_lookup_tables;CODES_SOR_list;P_Postnummer;integer
import;_lookup_tables;CODES_SOR_list;P_By;text
import;_lookup_tables;CODES_SOR_list;Postadresse;text
import;_lookup_tables;CODES_SOR_list;B_Postnummer;integer
import;_lookup_tables;CODES_SOR_list;B_By;text
import;_lookup_tables;CODES_SOR_list;Besoegsadresse;text
import;_lookup_tables;CODES_SOR_list;A_Postnummer;integer
import;_lookup_tables;CODES_SOR_list;A_By;text
import;_lookup_tables;CODES_SOR_list;Aktivitetsadresse;text
import;_lookup_tables;CODES_SOR_list;Hovedspeciale;text
import;_lookup_tables;CODES_SOR_list;Speciale2;text
import;_lookup_tables;CODES_SOR_list;Speciale3;text
import;_lookup_tables;CODES_SOR_list;Speciale4;text
import;_lookup_tables;CODES_SOR_list;Speciale5;text
import;_lookup_tables;CODES_SOR_list;Speciale6;text
import;_lookup_tables;CODES_SOR_list;Speciale7;text
import;_lookup_tables;CODES_SOR_list;Speciale8;text
import;_lookup_tables;CODES_SOR_list;Apoteksnummer;text
import;_lookup_tables;CODES_SOR_list;Sengeafsnit;text
import;_lookup_tables;CODES_SOR_list;Ambulante_kontakter;text
import;_lookup_tables;CODES_SOR_list;Indberetningsniveau;text
import;_lookup_tables;CODES_SOR_list;Geografisk_lokalisation;text
import;_lookup_tables;CODES_SOR_list;CVR;integer
import;_lookup_tables;CODES_SOR_list;P-nummer;integer
import;_lookup_tables;CODES_SOR_list;P_Region;text
import;_lookup_tables;CODES_SOR_list;P_KK;integer
import;_lookup_tables;CODES_SOR_list;P_VK;integer
import;_lookup_tables;CODES_SOR_list;P_X;double precision
import;_lookup_tables;CODES_SOR_list;P_Y;double precision
import;_lookup_tables;CODES_SOR_list;B_Region;text
import;_lookup_tables;CODES_SOR_list;B_KK;integer
import;_lookup_tables;CODES_SOR_list;B_VK;integer
import;_lookup_tables;CODES_SOR_list;B_X;double precision
import;_lookup_tables;CODES_SOR_list;B_Y;double precision
import;_lookup_tables;CODES_SOR_list;A_Region;text
import;_lookup_tables;CODES_SOR_list;A_KK;integer
import;_lookup_tables;CODES_SOR_list;A_VK;integer
import;_lookup_tables;CODES_SOR_list;A_X;double precision
import;_lookup_tables;CODES_SOR_list;A_Y;double precision
import;_lookup_tables;CODES_subtypes;RKKP_types;text
import;_lookup_tables;CODES_subtypes;match_diag_code;text
import;_lookup_tables;CODES_subtypes;Description;text
import;_lookup_tables;CTCAEv4.0tov5.0Mapping;v4_0_meddra_code;integer
import;_lookup_tables;CTCAEv4.0tov5.0Mapping;v4_0_meddra_soc;text
import;_lookup_tables;CTCAEv4.0tov5.0Mapping;v4_0_ctcae_term;text
import;_lookup_tables;CTCAEv4.0tov5.0Mapping;grade_definition;text
import;_lookup_tables;CTCAEv4.0tov5.0Mapping;v4_03_ctcae_grade_description_definition;text
import;_lookup_tables;CTCAEv4.0tov5.0Mapping;change_type;text
import;_lookup_tables;CTCAEv4.0tov5.0Mapping;v5_0_meddra_code;integer
import;_lookup_tables;CTCAEv4.0tov5.0Mapping;v5_0_meddra_soc;text
import;_lookup_tables;CTCAEv4.0tov5.0Mapping;v5_0_ctcae_term;text
import;_lookup_tables;CTCAEv4.0tov5.0Mapping;grade_definition_1;text
import;_lookup_tables;CTCAEv4.0tov5.0Mapping;v5_0_ctcae_grade_description_definition;text
import;_lookup_tables;CTCAEv4.0tov5.0Mapping;other_specify;text
import;_lookup_tables;CTCAEv5.0CleanCopy;meddra_code;integer
import;_lookup_tables;CTCAEv5.0CleanCopy;meddra_soc;text
import;_lookup_tables;CTCAEv5.0CleanCopy;ctcae_term;text
import;_lookup_tables;CTCAEv5.0CleanCopy;grade_1_;text
import;_lookup_tables;CTCAEv5.0CleanCopy;grade_2_;text
import;_lookup_tables;CTCAEv5.0CleanCopy;grade_3_;text
import;_lookup_tables;CTCAEv5.0CleanCopy;grade_4_;text
import;_lookup_tables;CTCAEv5.0CleanCopy;grade_5_;text
import;_lookup_tables;CTCAEv5.0CleanCopy;definition;text
import;_lookup_tables;CTCAEv5.0CleanCopy;navigational_note;text
import;_lookup_tables;CTCAEv5.0CleanCopy;ctcae_v5_0_change;text
import;_lookup_tables;CTCAEv5.0TrackedChanges;meddra_code;integer
import;_lookup_tables;CTCAEv5.0TrackedChanges;meddra_soc;text
import;_lookup_tables;CTCAEv5.0TrackedChanges;ctcae_term;text
import;_lookup_tables;CTCAEv5.0TrackedChanges;grade_1_;text
import;_lookup_tables;CTCAEv5.0TrackedChanges;grade_2_;text
import;_lookup_tables;CTCAEv5.0TrackedChanges;grade_3_;text
import;_lookup_tables;CTCAEv5.0TrackedChanges;grade_4_;text
import;_lookup_tables;CTCAEv5.0TrackedChanges;grade_5_;text
import;_lookup_tables;CTCAEv5.0TrackedChanges;definition;text
import;_lookup_tables;CTCAEv5.0TrackedChanges;navigational_note;text
import;_lookup_tables;CTCAEv5.0TrackedChanges;ctcae_v5_0_change;text
import;_lookup_tables;Codes_ATC;id;integer
import;_lookup_tables;Codes_ATC;class_code;text
import;_lookup_tables;Codes_ATC;class_name;text
import;_lookup_tables;Codes_ATC;ddd;double precision
import;_lookup_tables;Codes_ATC;u;text
import;_lookup_tables;Codes_ATC;adm_r;text
import;_lookup_tables;Codes_ATC;note;text
import;_lookup_tables;Codes_ATC;valid_start_date;date
import;_lookup_tables;Codes_ATC;valid_end_date;date
import;_lookup_tables;Codes_ATC;change_type;text
import;_lookup_tables;Codes_DIAG_CODE_CHANGES;version_1;text
import;_lookup_tables;Codes_DIAG_CODE_CHANGES;old_class_text;text
import;_lookup_tables;Codes_DIAG_CODE_CHANGES;map_to_code;text
import;_lookup_tables;Codes_DIAG_CODE_CHANGES;new_class_text;text
import;_lookup_tables;Codes_DST_DIAG_CODES;valid_from;date
import;_lookup_tables;Codes_DST_DIAG_CODES;valid_to;date
import;_lookup_tables;Codes_DST_DIAG_CODES;Kode;text
import;_lookup_tables;Codes_DST_DIAG_CODES;Tekst;text
import;_lookup_tables;Codes_NPU;Alph. sorted;integer
import;_lookup_tables;Codes_NPU;Change date;date
import;_lookup_tables;Codes_NPU;Change comment;text
import;_lookup_tables;Codes_NPU;Created date;date
import;_lookup_tables;Codes_NPU;NPU code;text
import;_lookup_tables;Codes_NPU;Short definition;text
import;_lookup_tables;Codes_NPU;System;text
import;_lookup_tables;Codes_NPU;Sys-spec.;text
import;_lookup_tables;Codes_NPU;Prefix;text
import;_lookup_tables;Codes_NPU;Component;text
import;_lookup_tables;Codes_NPU;Comp-spec.;text
import;_lookup_tables;Codes_NPU;"Kind-of-property""";text
import;_lookup_tables;Codes_NPU;Proc.;text
import;_lookup_tables;Codes_NPU;Unit;text
import;_lookup_tables;Codes_NPU;Speciality;text
import;_lookup_tables;Codes_NPU;Sub-speciality;boolean
import;_lookup_tables;Codes_NPU;Type;boolean
import;_lookup_tables;Codes_NPU;Code value;integer
import;_lookup_tables;Codes_NPU;Context dependant;text
import;_lookup_tables;Codes_NPU;Scale type;text
import;_lookup_tables;Codes_NPU;Rule;text
import;_lookup_tables;Codes_NPU;Active;integer
import;_lookup_tables;Codes_SHAK_long;id;integer
import;_lookup_tables;Codes_SHAK_long;region;text
import;_lookup_tables;Codes_SHAK_long;institution;text
import;_lookup_tables;Codes_SHAK_long;hospital;text
import;_lookup_tables;Codes_SHAK_long;clinic;text
import;_lookup_tables;Codes_SHAK_long;department;text
import;_lookup_tables;Codes_SHAK_long;kode;text
import;_lookup_tables;Codes_hospital;id;integer
import;_lookup_tables;Codes_hospital;area;text
import;_lookup_tables;Codes_hospital;region;text
import;_lookup_tables;Codes_hospital;code;text
import;_lookup_tables;Codes_hospital;name;text
import;_lookup_tables;Codes_hospital;decommisioned;text
import;_lookup_tables;ICD10_to_ICDO3;icd10_code_in;text
import;_lookup_tables;ICD10_to_ICDO3;icd10_label_in;text
import;_lookup_tables;ICD10_to_ICDO3;morphology_code_out;integer
import;_lookup_tables;ICD10_to_ICDO3;dignity_out;integer
import;_lookup_tables;ICD10_to_ICDO3;morphology_label_out;text
import;_lookup_tables;ICDO3_to_ICD10_1_to_1;morphology_code_in;integer
import;_lookup_tables;ICDO3_to_ICD10_1_to_1;dignity_in;integer
import;_lookup_tables;ICDO3_to_ICD10_1_to_1;morphology_label_in;text
import;_lookup_tables;ICDO3_to_ICD10_1_to_1;topography_code_in;text
import;_lookup_tables;ICDO3_to_ICD10_1_to_1;icd10_code_out;text
import;_lookup_tables;ICDO3_to_ICD10_1_to_1;icd10_label_out;text
import;_lookup_tables;ICDO3_to_ICD10_1_to_m;morphology_code_in;integer
import;_lookup_tables;ICDO3_to_ICD10_1_to_m;dignity_in;integer
import;_lookup_tables;ICDO3_to_ICD10_1_to_m;morphology_label_in;text
import;_lookup_tables;ICDO3_to_ICD10_1_to_m;topography_code_in;text
import;_lookup_tables;ICDO3_to_ICD10_1_to_m;icd10_code_out;text
import;_lookup_tables;ICDO3_to_ICD10_1_to_m;icd10_label_out;text
import;_lookup_tables;ICDO3_to_ICD10_1_to_m;bold;integer
